'Player';'Nationality';'Pos';'Club';'Age';'Born';'MP';'Starts';'Min';'90s';'Goals';'Assists';'G+A';'CrdYellow';'CrdRed';'xG';'xAG';;''Age'';''Born'';''MP'';''Starts'';''Min'';''90s'';''Goals'';''Assists'';''G+A'';''CrdYellow'';''CrdRed'';''xG'';''xAG''
'Eden Hazard';'BEL';'FW,MF';'Real Madrid';31;1991;3;1;132;1.5;1;1;2;0;0;0.9;0.3;;''Eden Hazard'';''BEL'';''FW,MF'';''Real Madrid'';;;;;;;;;
'Thorgan Hazard';'BEL';'DF,FW';'Dortmund';29;1993;5;3;200;2.2;1;0;1;0;0;0.3;0.3;;''Thorgan Hazard'';''BEL'';''DF,FW'';''Dortmund'';;;;;;;;;
'Dolev Haziz';'ISR';'DF';'Maccabi Haifa';27;1995;3;2;211;2.3;0;1;1;1;0;0;0.3;;''Dolev Haziz'';''ISR'';''DF'';''Maccabi Haifa'';;;;;;;;;
'Lukas Hejda';'CZE';'DF';'Viktoria Plzen';32;1990;6;6;512;5.7;0;0;0;0;0;0.1;0;;''Lukas Hejda'';''CZE'';''DF'';''Viktoria Plzen'';;;;;;;;;
'Jordan Henderson';'ENG';'MF';'Liverpool';32;1990;4;4;277;3.1;0;1;1;0;0;0;0.6;;''Jordan Henderson'';''ENG'';''MF'';''Liverpool'';;;;;;;;;
'Jack Hendry';'SCO';'DF';'Club Brugge';27;1995;1;1;90;1;0;0;0;0;0;0;0;;''Jack Hendry'';''SCO'';''DF'';''Club Brugge'';;;;;;;;;
'Benjamin Henrichs';'GER';'DF,MF';'RB Leipzig';25;1997;7;1;202;2.2;0;0;0;2;0;0.3;0;;''Benjamin Henrichs'';''GER'';''DF,MF'';''RB Leipzig'';;;;;;;;;
'Mario Hermoso';'ESP';'DF';'Atletico Madrid';27;1995;3;2;158;1.8;1;0;1;1;0;0.7;0.1;;''Mario Hermoso'';''ESP'';''DF'';''Atletico Madrid'';;;;;;;;;
'Lucas Hernandez';'FRA';'DF';'Bayern Munich';26;1996;2;2;173;1.9;1;0;1;0;0;0.4;0;;''Lucas Hernandez'';''FRA'';''DF'';''Bayern Munich'';;;;;;;;;
'Theo Hernandez';'FRA';'DF';'Milan';24;1997;11;11;945;10.5;0;1;1;2;0;0.5;1.6;;''Theo Hernandez'';''FRA'';''DF'';''Milan'';;;;;;;;;
'Son Heung-min';'KOR';'MF,FW';'Tottenham';30;1992;8;8;618;6.9;2;0;2;1;0;1.5;1.5;;''Son Heung-min'';''KOR'';''MF,FW'';''Tottenham'';;;;;;;;;
'Piero Hincapie';'ECU';'DF';'Leverkusen';20;2002;5;5;450;5;0;0;0;3;0;0;0.3;;''Piero Hincapie'';''ECU'';''DF'';''Leverkusen'';;;;;;;;;
'Adam Hlozek';'CZE';'MF,FW';'Leverkusen';20;2002;6;3;275;3.1;0;1;1;0;0;0.5;0.8;;''Adam Hlozek'';''CZE'';''MF,FW'';''Leverkusen'';;;;;;;;;
'Libor Hola­k';'CZE';'DF';'Viktoria Plzen';24;1998;6;2;290;3.2;0;1;1;0;0;0.2;0.2;;''Libor Hola­k'';''CZE'';''DF'';''Viktoria Plzen'';;;;;;;;;
'Lukas Hradecky';'FIN';'GK';'Leverkusen';32;1989;6;6;540;6;0;0;0;1;0;0;0;;''Lukas Hradecky'';''FIN'';''GK'';''Leverkusen'';;;;;;;;;
'Callum Hudson-Odoi';'ENG';'FW';'Leverkusen';21;2000;6;6;461;5.1;1;0;1;0;0;0.8;1.2;;''Callum Hudson-Odoi'';''ENG'';''FW'';''Leverkusen'';;;;;;;;;
'Mats Hummels';'GER';'DF';'Dortmund';33;1988;4;4;315;3.5;0;0;0;1;0;0;0;;''Mats Hummels'';''GER'';''DF'';''Dortmund'';;;;;;;;;
'Pierre Hojbjerg';'DEN';'MF';'Tottenham';26;1995;7;7;624;6.9;1;2;3;3;0;0.3;0.5;;''Pierre Hojbjerg'';''DEN'';''MF'';''Tottenham'';;;;;;;;;
'Samuel Iling-Junior';'ENG';'DF';'Juventus';18;2003;1;0;21;0.2;0;1;1;0;0;0;0.2;;''Samuel Iling-Junior'';''ENG'';''DF'';''Juventus'';;;;;;;;;
'Goncalo Inacio';'POR';'DF';'Sporting CP';20;2001;6;6;540;6;0;0;0;1;0;0.2;0;;''Goncalo Inacio'';''POR'';''DF'';''Sporting CP'';;;;;;;;;
'Isco';'ESP';'MF,FW';'Sevilla';30;1992;6;5;399;4.4;1;1;2;0;0;0.7;0.2;;''Isco'';''ESP'';''MF,FW'';''Sevilla'';;;;;;;;;
'Franco Israel';'URU';'GK';'Sporting CP';22;2000;2;1;155;1.7;0;0;0;0;0;0;0;;''Franco Israel'';''URU'';''GK'';''Sporting CP'';;;;;;;;;
'Luka Ivanusec';'CRO';'MF';'Dinamo Zagreb';23;1998;6;6;524;5.8;0;0;0;2;0;0.9;0.2;;''Luka Ivanusec'';''CRO'';''MF'';''Dinamo Zagreb'';;;;;;;;;
'Ryan Jack';'SCO';'MF';'Rangers';30;1992;4;2;191;2.1;0;1;1;1;0;0;0.3;;''Ryan Jack'';''SCO'';''MF'';''Rangers'';;;;;;;;;
'Kristijan Jakic';'CRO';'DF';'Eint Frankfurt';25;1997;8;7;616;6.8;0;0;0;2;0;0.1;0;;''Kristijan Jakic'';''CRO'';''DF'';''Eint Frankfurt'';;;;;;;;;
'Reece James';'ENG';'DF,MF';'Chelsea';22;1999;8;8;691;7.7;1;1;2;3;0;0.5;1;;''Reece James'';''ENG'';''DF,MF'';''Chelsea'';;;;;;;;;
'Adnan Januzaj';'BEL';'FW,MF';'Sevilla';27;1995;3;0;52;0.6;0;0;0;0;0;0;0;;''Adnan Januzaj'';''BEL'';''FW,MF'';''Sevilla'';;;;;;;;;
'Luis Javier Suarez';'COL';'FW';'Marseille';24;1997;4;1;114;1.3;0;0;0;1;0;0.5;0.3;;''Luis Javier Suarez'';''COL'';''FW'';''Marseille'';;;;;;;;;
'Elias Jelert';'DEN';'DF,MF';'FC Copenhagen';19;2003;4;2;192;2.1;0;0;0;0;0;0;0.1;;''Elias Jelert'';''DEN'';''DF,MF'';''FC Copenhagen'';;;;;;;;;
'Vaclav Jemelka';'CZE';'DF';'Viktoria Plzen';27;1995;6;4;361;4;0;1;1;2;0;0;0.5;;''Vaclav Jemelka'';''CZE'';''DF'';''Viktoria Plzen'';;;;;;;;;
'Valdemar Jensen';'DEN';'DF';'FC Copenhagen';19;2003;4;3;304;3.4;0;0;0;1;0;0.3;0;;''Valdemar Jensen'';''DEN'';''DF'';''FC Copenhagen'';;;;;;;;;
'Moritz Jenz';'GER';'DF';'Celtic';23;1999;6;6;540;6;0;0;0;1;0;0.3;0;;''Moritz Jenz'';''GER'';''DF'';''Celtic'';;;;;;;;;
'Juan Jesus';'BRA';'DF';'Napoli';31;1991;3;2;205;2.3;0;0;0;2;0;0;0;;''Juan Jesus'';''BRA'';''DF'';''Napoli'';;;;;;;;;
'Erik Jirka';'SVK';'FW,MF';'Viktoria Plzen';24;1997;6;2;266;3;0;0;0;0;0;0.3;0.2;;''Erik Jirka'';''SVK'';''FW,MF'';''Viktoria Plzen'';;;;;;;;;
'Ísak Jóhannesson';'ISL';'FW,MF';'FC Copenhagen';19;2003;5;3;290;3.2;0;0;0;0;0;0.2;0.8;;''Ísak Jóhannesson'';''ISL'';''FW,MF'';''FC Copenhagen'';;;;;;;;;
'Curtis Jones';'ENG';'FW,MF';'Liverpool';21;2001;2;1;100;1.1;0;0;0;0;0;0.2;0.1;;''Curtis Jones'';''ENG'';''FW,MF'';''Liverpool'';;;;;;;;;
'Frenkie de Jong';'NED';'MF';'Barcelona';25;1997;4;2;237;2.6;0;0;0;0;0;0;0.2;;''Frenkie de Jong'';''NED'';''MF'';''Barcelona'';;;;;;;;;
'Joan Jordan';'ESP';'MF';'Sevilla';28;1994;6;2;260;2.9;0;0;0;1;0;0;0.1;;''Joan Jordan'';''ESP'';''MF'';''Sevilla'';;;;;;;;;
'Jorginho';'ITA';'MF';'Chelsea';30;1991;6;4;418;4.6;1;0;1;0;0;0.9;0.3;;''Jorginho'';''ITA'';''MF'';''Chelsea'';;;;;;;;;
'Jota';'POR';'FW';'Celtic';23;1999;4;3;285;3.2;2;0;2;0;0;0.9;0.5;;''Jota'';''POR'';''FW'';''Celtic'';;;;;;;;;
'Diogo Jota';'POR';'FW,MF';'Liverpool';25;1996;6;3;263;2.9;0;4;4;0;0;0.8;1.3;;''Diogo Jota'';''POR'';''FW,MF'';''Liverpool'';;;;;;;;;
'Vinicius Junior';'BRA';'FW';'Real Madrid';22;2000;12;11;972;10.8;7;6;13;1;0;6.5;2.7;;''Vinicius Junior'';''BRA'';''FW'';''Real Madrid'';;;;;;;;;
'Josip Juranovic';'CRO';'DF';'Celtic';26;1995;6;6;540;6;0;0;0;1;0;0.8;0.9;;''Josip Juranovic'';''CRO'';''DF'';''Celtic'';;;;;;;;;
'Jutgla';'ESP';'FW';'Club Brugge';23;1999;8;6;511;5.7;2;2;4;0;0;1.8;1.4;;''Jutgla'';''ESP'';''FW'';''Club Brugge'';;;;;;;;;
'Issa Kabore';'BFA';'DF';'Marseille';21;2001;4;0;113;1.3;0;0;0;0;0;0;0;;''Issa Kabore'';''BFA'';''DF'';''Marseille'';;;;;;;;;
'Pierre Kalulu';'FRA';'DF';'Milan';22;2000;10;8;751;8.3;0;0;0;0;0;0;0.2;;''Pierre Kalulu'';''FRA'';''DF'';''Milan'';;;;;;;;;
'LukasKalvach';'CZE';'MF';'Viktoria Plzen';27;1995;6;6;492;5.5;0;0;0;1;0;0.3;0.6;;''LukasKalvach'';''CZE'';''MF'';''Viktoria Plzen'';;;;;;;;;
'Daichi Kamada';'JPN';'MF,FW';'Eint Frankfurt';25;1996;8;8;696;7.7;3;0;3;1;0;3;0.4;;''Daichi Kamada'';''JPN'';''MF,FW'';''Eint Frankfurt'';;;;;;;;;
'Glen Kamara';'FIN';'MF';'Rangers';26;1995;4;1;127;1.4;0;0;0;0;0;0;0.1;;''Glen Kamara'';''FIN'';''MF'';''Rangers'';;;;;;;;;
'Dijon Kameri';'KVX';'MF';'RB Salzburg';18;2004;4;1;121;1.3;0;0;0;0;0;0.2;0.2;;''Dijon Kameri'';''KVX'';''MF'';''RB Salzburg'';;;;;;;;;
'Kevin Kampl';'SVN';'MF';'RB Leipzig';31;1990;5;3;273;3;0;0;0;1;0;0;0.1;;''Kevin Kampl'';''SVN'';''MF'';''RB Leipzig'';;;;;;;;;
'Harry Kane';'ENG';'FW';'Tottenham';29;1993;8;8;720;8;1;2;3;1;0;3.6;1.1;;''Harry Kane'';''ENG'';''FW'';''Tottenham'';;;;;;;;;
'N'Golo Kante';'FRA';'MF';'Chelsea';31;1991;2;2;164;1.8;0;0;0;0;0;0.6;0.2;;''N'Golo Kante'';''FRA'';''MF'';''Chelsea'';;;;;;;;;
'Mamoudou Karamoko';'FRA';'FW';'FC Copenhagen';22;1999;1;1;45;0.5;0;0;0;0;0;0;0;;''Mamoudou Karamoko'';''FRA'';''FW'';''FC Copenhagen'';;;;;;;;;
'Moise Kean';'ITA';'FW,MF';'Juventus';22;2000;5;1;111;1.2;1;0;1;0;0;1.4;0;;''Moise Kean'';''ITA'';''FW,MF'';''Juventus'';;;;;;;;;
'Ryan Kent';'ENG';'FW,MF';'Rangers';25;1996;6;6;507;5.6;0;0;0;0;0;0.3;0.4;;''Ryan Kent'';''ENG'';''FW,MF'';''Rangers'';;;;;;;;;
'Franck Kessie';'CIV';'MF';'Barcelona';25;1996;6;3;274;3;1;0;1;0;0;0.3;0.2;;''Franck Kessie'';''CIV'';''MF'';''Barcelona'';;;;;;;;;
'Davit Khocholava';'GEO';'DF';'FC Copenhagen';29;1993;5;5;428;4.8;0;0;0;1;1;0.1;0;;''Davit Khocholava'';''GEO'';''DF'';''FC Copenhagen'';;;;;;;;;
'Joshua Kimmich';'GER';'MF';'Bayern Munich';27;1995;9;9;810;9;1;3;4;3;0;1.7;2.5;;''Joshua Kimmich'';''GER'';''MF'';''Bayern Munich'';;;;;;;;;
'Presnel Kimpembe';'FRA';'DF';'Paris S-G';26;1995;3;1;147;1.6;0;0;0;1;0;0;0;;''Presnel Kimpembe'';''FRA'';''DF'';''Paris S-G'';;;;;;;;;
'Leon King';'SCO';'DF';'Rangers';18;2004;6;3;374;4.2;0;0;0;0;0;0.1;0;;''Leon King'';''SCO'';''DF'';''Rangers'';;;;;;;;;
'Simon Kjaer';'DEN';'DF';'Milan';33;1989;6;6;508;5.6;0;0;0;0;0;0.3;0.2;;''Simon Kjaer'';''DEN'';''DF'';''Milan'';;;;;;;;;
'Maurits Kjaergaard';'DEN';'MF';'RB Salzburg';19;2003;6;6;495;5.5;0;0;0;0;0;0.6;1.4;;''Maurits Kjaergaard'';''DEN'';''MF'';''RB Salzburg'';;;;;;;;;
'Davy Klaassen';'NED';'MF';'Ajax';29;1993;5;2;212;2.4;1;0;1;0;0;0.1;0.1;;''Davy Klaassen'';''NED'';''MF'';''Ajax'';;;;;;;;;
'Jan Kliment';'CZE';'FW';'Viktoria Plzen';28;1993;1;0;45;0.5;1;0;1;0;0;0.1;0;;''Jan Kliment'';''CZE'';''FW'';''Viktoria Plzen'';;;;;;;;;
'Lukas Klostermann';'GER';'DF';'RB Leipzig';26;1996;2;1;56;0.6;0;0;0;0;0;0;0;;''Lukas Klostermann'';''GER'';''DF'';''RB Leipzig'';;;;;;;;;
'Ansgar Knauff';'GER';'DF,FW';'Eint Frankfurt';20;2002;6;3;293;3.3;0;1;1;0;0;0.5;0.5;;''Ansgar Knauff'';''GER'';''DF,FW'';''Eint Frankfurt'';;;;;;;;;
'Gregor Kobel';'SUI';'GK';'Dortmund';24;1997;4;4;315;3.5;0;0;0;0;0;0;0;;''Gregor Kobel'';''SUI'';''GK'';''Dortmund'';;;;;;;;;
'Philipp Kohn';'SUI';'GK';'RB Salzburg';24;1998;6;6;540;6;0;0;0;0;0;0;0;;''Philipp Kohn'';''SUI'';''GK'';''RB Salzburg'';;;;;;;;;
'Sekou Koita';'MLI';'FW';'RB Salzburg';22;1999;2;0;20;0.2;0;0;0;0;0;0;0;;''Sekou Koita'';''MLI'';''FW'';''RB Salzburg'';;;;;;;;;
'Koke';'ESP';'MF';'Atletico Madrid';30;1992;4;4;329;3.7;0;0;0;1;0;0.2;0.2;;''Koke'';''ESP'';''MF'';''Atletico Madrid'';;;;;;;;;
'Sead Kolasinac';'BIH';'DF';'Marseille';29;1993;4;1;151;1.7;0;0;0;0;0;0.3;0;;''Sead Kolasinac'';''BIH'';''DF'';''Marseille'';;;;;;;;;
'Randal Kolo Muani';'FRA';'FW';'Eint Frankfurt';23;1998;7;7;515;5.7;2;0;2;1;1;1.4;0.2;;''Randal Kolo Muani'';''FRA'';''FW'';''Eint Frankfurt'';;;;;;;;;
'Ibrahima Konate';'FRA';'DF';'Liverpool';23;1999;3;3;258;2.9;0;0;0;1;0;0;0.1;;''Ibrahima Konate'';''FRA'';''DF'';''Liverpool'';;;;;;;;;
'Geoffrey Kondogbia';'CTA';'MF';'Atletico Madrid';29;1993;3;2;225;2.5;0;0;0;2;0;0.3;0;;''Geoffrey Kondogbia'';''CTA'';''MF'';''Atletico Madrid'';;;;;;;;;
'Yukhym Konoplia';'UKR';'DF';'Shakhtar';22;1999;5;5;418;4.6;0;0;0;2;0;0;0.2;;''Yukhym Konoplia'';''UKR'';''DF'';''Shakhtar'';;;;;;;;;
'Jan Kopic';'CZE';'FW,MF';'Viktoria Plzen';32;1990;2;2;81;0.9;0;0;0;0;0;0.1;0;;''Jan Kopic'';''CZE'';''FW,MF'';''Viktoria Plzen'';;;;;;;;;
'Odilon Kossonou';'CIV';'DF';'Leverkusen';21;2001;5;5;428;4.8;0;0;0;1;0;0.1;0.1;;''Odilon Kossonou'';''CIV'';''DF'';''Leverkusen'';;;;;;;;;
'Filip Kostic';'SRB';'DF,FW';'Juventus';29;1992;6;5;428;4.8;0;1;1;0;0;0.4;1.3;;''Filip Kostic'';''SRB'';''DF,FW'';''Juventus'';;;;;;;;;
'Kalidou Koulibaly';'SEN';'DF';'Chelsea';31;1991;7;7;568;6.3;0;0;0;2;0;0.5;0.5;;''Kalidou Koulibaly'';''SEN'';''DF'';''Chelsea'';;;;;;;;;
'Jules Kounde';'FRA';'DF';'Barcelona';23;1998;3;3;246;2.7;0;1;1;0;0;0;0.1;;''Jules Kounde'';''FRA'';''DF'';''Barcelona'';;;;;;;;;
'Mateo Kovacic';'CRO';'MF';'Chelsea';28;1994;8;8;621;6.9;1;0;1;2;0;0.3;0.8;;''Mateo Kovacic'';''CRO'';''MF'';''Chelsea'';;;;;;;;;
'Adam Kronus';'CZE';'FW';'Viktoria Plzen';20;2002;1;0;3;0;0;0;0;0;0;0.1;0;;''Adam Kronus'';''CZE'';''FW'';''Viktoria Plzen'';;;;;;;;;
'Toni Kroos';'GER';'MF';'Real Madrid';32;1990;12;10;842;9.4;0;2;2;2;0;0.3;0.9;;''Toni Kroos'';''GER'';''MF'';''Real Madrid'';;;;;;;;;
'Rade Krunic';'BIH';'MF,FW';'Milan';28;1993;11;9;823;9.1;1;0;1;4;0;0.9;0;;''Rade Krunic'';''BIH'';''MF,FW'';''Milan'';;;;;;;;;
'Dmytro Kryskiv';'UKR';'MF';'Shakhtar';21;2000;1;0;10;0.1;0;0;0;0;0;0;0;;''Dmytro Kryskiv'';''UKR'';''MF'';''Shakhtar'';;;;;;;;;
'Serhiy Kryvtsov';'UKR';'DF';'Shakhtar';31;1991;2;0;6;0.1;0;0;0;0;0;0;0;;''Serhiy Kryvtsov'';''UKR'';''DF'';''Shakhtar'';;;;;;;;;
'Dejan Kulusevski';'SWE';'MF,DF';'Tottenham';22;2000;4;2;200;2.2;0;0;0;0;0;0.2;0.3;;''Dejan Kulusevski'';''SWE'';''MF,DF'';''Tottenham'';;;;;;;;;
'Khvicha Kvaratskhelia';'GEO';'FW';'Napoli';21;2001;9;9;692;7.7;2;4;6;0;0;5.7;2.4;;''Khvicha Kvaratskhelia'';''GEO'';''FW'';''Napoli'';;;;;;;;;
'Konrad Laimer';'AUT';'MF,FW';'RB Leipzig';25;1997;3;3;261;2.9;0;0;0;0;0;0.2;0.4;;''Konrad Laimer'';''AUT'';''MF,FW'';''RB Leipzig'';;;;;;;;;
'Erik Lamela';'ARG';'FW,MF';'Sevilla';30;1992;5;2;278;3.1;0;0;0;2;0;0.5;0.6;;''Erik Lamela'';''ARG'';''FW,MF'';''Sevilla'';;;;;;;;;
'Noa Lang';'NED';'FW';'Club Brugge';23;1999;4;4;290;3.2;0;0;0;1;0;0.8;0.1;;''Noa Lang'';''NED'';''FW'';''Club Brugge'';;;;;;;;;
'Aymeric Laporte';'ESP';'DF';'Manchester City';28;1994;4;3;292;3.2;0;0;0;1;0;0;0.1;;''Aymeric Laporte'';''ESP'';''DF'';''Manchester City'';;;;;;;;;
'Cyle Larin';'CAN';'FW,MF';'Club Brugge';27;1995;1;0;12;0.1;0;0;0;0;0;0;0;;''Cyle Larin'';''CAN'';''FW,MF'';''Club Brugge'';;;;;;;;;
'Rasmus Lauritsen';'DEN';'DF';'Dinamo Zagreb';26;1996;1;0;15;0.2;0;0;0;0;0;0;0;;''Rasmus Lauritsen'';''DEN'';''DF'';''Dinamo Zagreb'';;;;;;;;;
'Neta Lavi';'ISR';'MF';'Maccabi Haifa';25;1996;6;5;469;5.2;0;0;0;2;0;0;0.3;;''Neta Lavi'';''ISR'';''MF'';''Maccabi Haifa'';;;;;;;;;
'Rafael Leao';'POR';'FW,MF';'Milan';23;1999;11;11;907;10.1;1;4;5;0;0;1.6;2.7;;''Rafael Leao'';''POR'';''FW,MF'';''Milan'';;;;;;;;;
'Thomas Lemar';'FRA';'MF';'Atletico Madrid';26;1995;2;1;104;1.2;0;0;0;0;0;0.1;0.2;;''Thomas Lemar'';''FRA'';''MF'';''Atletico Madrid'';;;;;;;;;
'Clement Lenglet';'FRA';'DF';'Tottenham';27;1995;7;6;508;5.6;1;0;1;3;0;0.2;0.4;;''Clement Lenglet'';''FRA'';''DF'';''Tottenham'';;;;;;;;;
'Christopher Lenz';'GER';'DF';'Eint Frankfurt';27;1994;5;4;225;2.5;0;0;0;1;0;0.3;0.2;;''Christopher Lenz'';''GER'';''DF'';''Eint Frankfurt'';;;;;;;;;
'Lukas Lerager';'DEN';'MF';'FC Copenhagen';29;1993;6;5;450;5;0;0;0;2;0;0.7;0.2;;''Lukas Lerager'';''DEN'';''MF'';''FC Copenhagen'';;;;;;;;;
'Robert Lewandowski';'POL';'FW';'Barcelona';33;1988;5;5;441;4.9;5;0;5;0;0;3.2;0.7;;''Robert Lewandowski'';''POL'';''FW'';''Barcelona'';;;;;;;;;
'Rico Lewis';'ENG';'DF';'Manchester City';17;2004;2;1;119;1.3;1;0;1;0;0;0.3;0.1;;''Rico Lewis'';''ENG'';''DF'';''Manchester City'';;;;;;;;;
'Matthijs de Ligt';'NED';'DF';'Bayern Munich';22;1999;7;7;614;6.8;0;0;0;1;0;0.1;0;;''Matthijs de Ligt'';''NED'';''DF'';''Bayern Munich'';;;;;;;;;
'Jesper Lindstrom';'DEN';'MF,FW';'Eint Frankfurt';22;2000;7;7;508;5.6;1;0;1;0;0;0.9;1;;''Jesper Lindstrom'';''DEN'';''MF,FW'';''Eint Frankfurt'';;;;;;;;;
'Dominik Livakovic';'CRO';'GK';'Dinamo Zagreb';27;1995;6;6;540;6;0;0;0;0;0;0;0;;''Dominik Livakovic'';''CRO'';''GK'';''Dinamo Zagreb'';;;;;;;;;
'Robert Ljubicic';'AUT';'FW,DF';'Dinamo Zagreb';23;1999;6;6;540;6;1;0;1;1;0;0.3;0.1;;''Robert Ljubicic'';''AUT'';''FW,DF'';''Dinamo Zagreb'';;;;;;;;;
'Marcos Llorente';'ESP';'MF,FW';'Atletico Madrid';27;1995;3;3;212;2.4;0;0;0;0;0;0;0.1;;''Marcos Llorente'';''ESP'';''MF,FW'';''Atletico Madrid'';;;;;;;;;
'Hugo Lloris';'FRA';'GK';'Tottenham';35;1986;6;6;540;6;0;0;0;0;0;0;0;;''Hugo Lloris'';''FRA'';''GK'';''Tottenham'';;;;;;;;;
'Danny Loader';'ENG';'FW,MF';'Porto';21;2000;3;0;52;0.6;0;0;0;0;0;0.3;0;;''Danny Loader'';''ENG'';''FW,MF'';''Porto'';;;;;;;;;
'Stanislav Lobotka';'SVK';'MF';'Napoli';27;1994;10;10;873;9.7;0;0;0;0;0;0.1;0.3;;''Stanislav Lobotka'';''SVK'';''MF'';''Napoli'';;;;;;;;;
'Manuel Locatelli';'ITA';'MF';'Juventus';24;1998;5;2;222;2.5;0;0;0;1;0;0.5;0.3;;''Manuel Locatelli'';''ITA'';''MF'';''Juventus'';;;;;;;;;
'Ruben Loftus-Cheek';'ENG';'MF';'Chelsea';26;1996;7;2;285;3.2;0;1;1;0;0;0.1;0.2;;''Ruben Loftus-Cheek'';''ENG'';''MF'';''Chelsea'';;;;;;;;;
'Pau Lopez';'ESP';'GK';'Marseille';27;1994;6;6;540;6;0;0;0;0;0;0;0;;''Pau Lopez'';''ESP'';''GK'';''Marseille'';;;;;;;;;
'Alexander lowry';'SCO';'MF';'Rangers';19;2003;1;0;8;0.1;0;0;0;0;0;0;0;;''Alexander lowry'';''SCO'';''MF'';''Rangers'';;;;;;;;;
'Hirving Lozano';'MEX';'FW';'Napoli';27;1995;9;4;467;5.2;1;1;2;0;0;1.3;1.7;;''Hirving Lozano'';''MEX'';''FW'';''Napoli'';;;;;;;;;
'Florentino Lui­s';'POR';'MF';'Benfica';22;1999;10;10;859;9.5;0;0;0;2;0;0.4;0;;''Florentino Lui­s'';''POR'';''MF'';''Benfica'';;;;;;;;;
'Romelu Lukaku';'BEL';'FW';'Inter';29;1993;8;0;185;2.1;3;1;4;1;0;2.7;0.6;;''Romelu Lukaku'';''BEL'';''FW'';''Inter'';;;;;;;;;
'John Lundstram';'ENG';'MF,DF';'Rangers';28;1994;5;5;450;5;0;0;0;3;0;0.2;0.1;;''John Lundstram'';''ENG'';''MF,DF'';''Rangers'';;;;;;;;;
'Andriy Lunin';'UKR';'GK';'Real Madrid';23;1999;2;2;180;2;0;0;0;0;0;0;0;;''Andriy Lunin'';''UKR'';''GK'';''Real Madrid'';;;;;;;;;
'Mahir Madatov';'AZE';'FW';'Dinamo Zagreb';25;1997;1;0;21;0.2;0;0;0;0;0;0;0.2;;''Mahir Madatov'';''AZE'';''FW'';''Dinamo Zagreb'';;;;;;;;;
'Daizen Maeda';'JPN';'FW';'Celtic';24;1997;6;3;330;3.7;0;0;0;1;0;1.4;0.7;;''Daizen Maeda'';''JPN'';''FW'';''Celtic'';;;;;;;;;
'Riyad Mahrez';'ALG';'FW,MF';'Manchester City';31;1991;9;6;506;5.6;3;2;5;0;0;3.5;1.8;;''Riyad Mahrez'';''ALG'';''FW,MF'';''Manchester City'';;;;;;;;;
'Mike Maignan';'FRA';'GK';'Milan';27;1995;7;7;630;7;0;0;0;1;0;0;0;;''Mike Maignan'';''FRA'';''GK'';''Milan'';;;;;;;;;
'Donyell Malen';'NED';'FW,MF';'Dortmund';23;1999;6;2;248;2.8;0;0;0;1;0;0.9;0.1;;''Donyell Malen'';''NED'';''FW,MF'';''Dortmund'';;;;;;;;;
'Reinildo Mandava';'MOZ';'DF';'Atletico Madrid';28;1994;6;6;511;5.7;0;0;0;2;0;0.3;0.1;;''Reinildo Mandava'';''MOZ'';''DF'';''Atletico Madrid'';;;;;;;;;
'Sadio Mane';'SEN';'FW';'Bayern Munich';30;1992;9;6;552;6.1;3;1;4;0;0;1.9;0.9;;''Sadio Mane'';''SEN'';''FW'';''Bayern Munich'';;;;;;;;;
'Ivan Marcano';'ESP';'DF';'Porto';35;1987;3;3;270;3;0;0;0;0;0;0.1;0.5;;''Ivan Marcano'';''ESP'';''DF'';''Porto'';;;;;;;;;
'Marcao';'BRA';'DF';'Sevilla';26;1996;3;3;223;2.5;0;0;0;0;0;0;0;;''Marcao'';''BRA'';''DF'';''Sevilla'';;;;;;;;;
'Jose Mari­a Gimenez';'URU';'DF';'Atletico Madrid';27;1995;5;5;401;4.5;0;0;0;1;0;0.5;0.1;;''Jose Mari­a Gimenez'';''URU'';''DF'';''Atletico Madrid'';;;;;;;;;
'Mariano';'DOM';'FW';'Real Madrid';28;1993;1;0;6;0.1;0;0;0;0;0;0;0;;''Mariano'';''DOM'';''FW'';''Real Madrid'';;;;;;;;;
'Antonio Marin';'CRO';'FW';'Dinamo Zagreb';21;2001;1;0;7;0.1;0;0;0;1;0;0;0;;''Antonio Marin'';''CRO'';''FW'';''Dinamo Zagreb'';;;;;;;;;
'Joao Mario';'POR';'FW';'Benfica';29;1993;10;10;861;9.6;6;2;8;2;0;4.7;2.8;;''Joao Mario'';''POR'';''FW'';''Benfica'';;;;;;;;;
'Joao Mario Lopes';'POR';'DF';'Porto';22;2000;5;4;270;3;0;0;0;3;0;0.3;0.1;;''Joao Mario Lopes'';''POR'';''DF'';''Porto'';;;;;;;;;
'Marquinhos';'BRA';'DF';'Paris S-G';28;1994;8;8;653;7.3;0;0;0;0;0;0.1;0.1;;''Marquinhos'';''BRA'';''DF'';''Paris S-G'';;;;;;;;;
'Jose Marsa';'ESP';'DF';'Sporting CP';20;2002;2;0;101;1.1;0;0;0;0;0;0;0;;''Jose Marsa'';''ESP'';''DF'';''Sporting CP'';;;;;;;;;
'Lautaro Martinez';'ARG';'FW';'Inter';24;1997;13;12;997;11.1;3;3;6;3;0;2.9;1.8;;''Lautaro Martinez'';''ARG'';''FW'';''Inter'';;;;;;;;;
